"caption","alt","timestamp","url","commentsCount","inputUrl","fullName","likesCount","ownerUsername","hashtags/0","hashtags/1","hashtags/2","hashtags/3","hashtags/4","hashtags/5","hashtags/6","hashtags/7","hashtags/8","hashtags/9","hashtags/10","hashtags/11","hashtags/12","hashtags/13","hashtags/14","hashtags/15","hashtags/16","hashtags/17","hashtags/18","hashtags/19","hashtags/20","hashtags/21","hashtags/22","hashtags/23","hashtags/24","hashtags/25","hashtags/26","hashtags/27","hashtags/28","hashtags/29"
"Pelaksanaan laporan mingguan pantarlih PPS desa Ampelsari, Minggu 07/7/24 bertempat di gedung serbaguna Desa Ampelsari.

@kpu_banjarnegara 
@ppk_banjarnegara 

#kpumelayani #temanpemilih #kpubanjarnegara #ppkbanjarnegara #banjarnegara #pemilupilkada2024 #pemilukada #pilkada2024 #pilkadajateng2024 #rekrutmenpantarlih #pendaftaranpantarlih #pantarlih2024","Photo by PPS Desa Ampelsari on July 06, 2024. May be a meme of 9 people and text.","2024-07-07T04:30:17.000Z","https://www.instagram.com/p/C9G63EWJk-i/","0","https://www.instagram.com/explore/tags/pilkadajateng2024","owner didnt open","13","pps_ampelsari","kpumelayani","temanpemilih","kpubanjarnegara","ppkbanjarnegara","banjarnegara","pemilupilkada2024","pemilukada","pilkada2024","pilkadajateng2024","rekrutmenpantarlih","pendaftaranpantarlih","pantarlih2024",,,,,,,,,,,,,,,,,,
"Yuk #TemanPemilih pastikan namumu sudah terdaftar sebagai pemilih di pilkada serentak tahun 2024 di https://cekdptonline.kpu.go.id

Ingat ya... tanggal 27 November 2024 datang ke TPS terdekat.

#pilkadaserentak2024 
#pilkadajateng2024 
#pilkadarembang2024","Photo shared by @pps_gilis on July 08, 2024 tagging @kpukabrembang, and @ppksarangpilkada2024. May be an image of slow loris, poster, magazine and text.","2024-07-09T01:41:26.000Z","https://www.instagram.com/p/C9LxIJLPf47/","0","https://www.instagram.com/explore/tags/pilkadajateng2024","owner didnt open","0","pps_gilis","TemanPemilih","pilkadaserentak2024","pilkadajateng2024","pilkadarembang2024",,,,,,,,,,,,,,,,,,,,,,,,,,
"PPK PEGANDON mengucapkan Selamat Memperingati Tahun Baru Islam 1 Muharram 1446 Hijriyah.. 
Semoga tahun ini menjadi tahun Keuntungan, Kebahagiaan dan Keberkahan bagi kita Semua.

#kpukendal 
#kpujateng 
#kpuri
#pilkadajateng2024 
#pilkadakabkendal2024 
#pilkadaserentak2024","Photo by Pegandonppk Duanolempat in Pegandon, Jawa Tengah, Indonesia. May be an image of headscarf, hamper, poster and text.","2024-07-07T01:47:51.000Z","https://www.instagram.com/p/C9GoRXiPt4t/","0","https://www.instagram.com/explore/tags/pilkadajateng2024","owner didnt open","8","ppk.pegandon2024","kpukendal","kpujateng","kpuri","pilkadajateng2024","pilkadakabkendal2024","pilkadaserentak2024",,,,,,,,,,,,,,,,,,,,,,,,
"1 4 2 hari..
@ppk_purworejo
#pilbuppurworejo2024
#pilkadajateng2024
#pilkadaserentak2024
#temanpilih","Photo by PPS Cangkreplor in Kabupaten Purworejo. May be an image of slow loris, hamper, wafer, poster and text.","2024-07-07T02:10:15.000Z","https://www.instagram.com/p/C9Gq1a5SlkX/","0","https://www.instagram.com/explore/tags/pilkadajateng2024","owner didnt open","10","pps_cangkreplor","pilbuppurworejo2024","pilkadajateng2024","pilkadaserentak2024","temanpilih",,,,,,,,,,,,,,,,,,,,,,,,,,
"Selamat Memperingati Tahun Baru Islam 1 Muharram 1446 H

@ppk_banjarnegara 

#kpumelayani #temanpemilih #kpubanjarnegara #ppkbanjarnegara #banjarnegara #pemilupilkada2024 #pemilukada #pilkada2024 #pilkadajateng2024 #rekrutmenpantarlih #pendaftaranpantarlih #pantarlih2024","Photo by PPS Desa Ampelsari on July 06, 2024. May be a cartoon of poster, hamper and text that says 'oHnBEOH LUl Luwih syenanghe BECIK Panitia PanitiaPemungutanSuara Pemu ngutan Suara DesaAmpeksari Desa mpeksari Selamat Tahun Baru Islam MUHARRAM 1446 H *SEMOGA KITA SELALU DIBERIKAN KEBERKAHAN, KEBAHAGIAAN, DAN KESEHATAN SERTA MENJADI INSAN YANG LEBIH BAIK LAGI."" 07 JULI 2024 @pps_ampelsari https://ajamnegara-kab.kpu.co.i'.","2024-07-07T00:46:03.000Z","https://www.instagram.com/p/C9GhMqQSscI/","0","https://www.instagram.com/explore/tags/pilkadajateng2024","owner didnt open","6","pps_ampelsari","kpumelayani","temanpemilih","kpubanjarnegara","ppkbanjarnegara","banjarnegara","pemilupilkada2024","pemilukada","pilkada2024","pilkadajateng2024","rekrutmenpantarlih","pendaftaranpantarlih","pantarlih2024",,,,,,,,,,,,,,,,,,
"Segenap PPK Kecamatan Banjarnegara Mengucapkan Selamat Tahun Baru Islam 1 Muharram 1446 H 🙏🏻
.
.
.
#kpumelayani #temanpemilih #kpubanjarnegara #ppkbanjarnegara #banjarnegara #pemilupilkada2024 #pemilukada #pilkada2024 #pilkadajateng2024 #pendaftaranpantarlih
#CoklitSerentak #Pilkada2024 #Banjarnegara #tahunbaruislam","Photo shared by PPK Kecamatan Banjarnegara on July 06, 2024 tagging @eniest, @mas_poeryanto, @sodikrohmanto, @erlindaamp, @gemmatimur, @kpu_banjarnegara, @kpujateng, and @kpu_ri. May be a cartoon of headscarf, poster, hamper and text.","2024-07-06T22:40:37.000Z","https://www.instagram.com/p/C9GS0vkS493/","0","https://www.instagram.com/explore/tags/pilkadajateng2024","owner didnt open","-1","ppk_banjarnegara","kpumelayani","temanpemilih","kpubanjarnegara","ppkbanjarnegara","banjarnegara","pemilupilkada2024","pemilukada","pilkada2024","pilkadajateng2024","pendaftaranpantarlih","CoklitSerentak","Pilkada2024","Banjarnegara","tahunbaruislam",,,,,,,,,,,,,,,,
"PPK Kecamatan Banjarnegara berpartisipasi dalam undangan dari Panwaslu Kecamatan untuk membahas persiapan uji petik pelaksanaan coklit pantarlih Pilkada. Semangat bersama dalam memastikan pemilihan yang jujur dan transparan! 💪🗳️
.
.
.
#kpumelayani #temanpemilih #kpubanjarnegara #ppkbanjarnegara #banjarnegara #pemilupilkada2024 #pemilukada #pilkada2024 #pilkadajateng2024 #pendaftaranpantarlih
#CoklitSerentak #Pilkada2024 #Banjarnegara
#Pilkada2024 #Panwaslu #CoklitPantarlih #DemokrasiBersih #BersamaUntukPemilu","Photo shared by PPK Kecamatan Banjarnegara on July 05, 2024 tagging @eniest, @mas_poeryanto, @sodikrohmanto, @erlindaamp, @gemmatimur, @kpu_banjarnegara, @kpujateng, and @kpu_ri. May be an image of 8 people and text.","2024-07-05T09:45:53.000Z","https://www.instagram.com/p/C9CVY0Dpy3B/","0","https://www.instagram.com/explore/tags/pilkadajateng2024","owner didnt open","-1","ppk_banjarnegara","kpumelayani","temanpemilih","kpubanjarnegara","ppkbanjarnegara","banjarnegara","pemilupilkada2024","pemilukada","pilkada2024","pilkadajateng2024","pendaftaranpantarlih","CoklitSerentak","Pilkada2024","Banjarnegara","Panwaslu","CoklitPantarlih","DemokrasiBersih","BersamaUntukPemilu",,,,,,,,,,,,,
"Selamat Tahun Baru Islam 1446 Hijriyah #kpuklaten #pilkada2024 #pilkadajateng2024","Photo by PPK Kecamatan Manisrenggo 2024 on July 06, 2024. May be a cartoon of hamper, poster and text.","2024-07-06T15:49:03.000Z","https://www.instagram.com/p/C9FjvlpSb-c/","0","https://www.instagram.com/explore/tags/pilkadajateng2024","owner didnt open","11","ppk.manisrenggo","kpuklaten","pilkada2024","pilkadajateng2024",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Banjarnegara, 6 Juli 2024 – Anggota Panitia Pemilihan Kecamatan (PPK) Banjarnegara melakukan monitoring terhadap kegiatan laporan pencocokan dan penelitian (coklit) oleh Petugas Pemutakhiran Data Pemilih (Pantarlih) pada minggu kedua pelaksanaannya. Monitoring ini dilakukan dengan mengunjungi beberapa Desa dan Kelurahan, antara lain Sokanandi, Krandegan, Kutabanjarnegara, Semarang, Argasoka, Karangtengah, dan Semampir.

Dalam kunjungannya, PPK Banjarnegara bertemu dengan Panitia Pemungutan Suara (PPS), Pantarlih, serta Pengawas Kelurahan/Desa (PKD) di masing-masing sekretariat desa/kelurahan. Pertemuan ini bertujuan untuk memastikan kelancaran proses coklit serta memberikan arahan dan evaluasi terhadap pelaksanaan tugas di lapangan.

Monitoring ini merupakan bagian dari upaya PPK Banjarnegara untuk memastikan validitas data pemilih dan kelancaran persiapan Pilkada Serentak yang akan datang.
.
.
.
#kpumelayani #temanpemilih #kpubanjarnegara #ppkbanjarnegara #banjarnegara #pemilupilkada2024 #pemilukada #pilkada2024 #pilkadajateng2024 #pendaftaranpantarlih
#CoklitSerentak #Pilkada2024 #Banjarnegara","Photo shared by PPK Kecamatan Banjarnegara on July 06, 2024 tagging @eniest, @mas_poeryanto, @sodikrohmanto, @erlindaamp, @gemmatimur, @kpu_banjarnegara, @kpujateng, @kpu_ri, and @pps_argasoka. May be an image of 6 people, wafer and text.","2024-07-06T12:39:44.000Z","https://www.instagram.com/p/C9FOFAJp7U4/","0","https://www.instagram.com/explore/tags/pilkadajateng2024","owner didnt open","-1","ppk_banjarnegara","kpumelayani","temanpemilih","kpubanjarnegara","ppkbanjarnegara","banjarnegara","pemilupilkada2024","pemilukada","pilkada2024","pilkadajateng2024","pendaftaranpantarlih","CoklitSerentak","Pilkada2024","Banjarnegara",,,,,,,,,,,,,,,,,
"Sosialisasi Pemilihan Gubernur dan Wakil Gubernur serta Bupati dan Wakil Bupati Tahun 2024 oleh PPS dan Sekertariat Desa Kroyo Kulon dalam acara Rapat persiapan Syukuran Suro-nan bersama Warga Desa Kroyo Kulon RT. 01 RW. 01.

#GerakanCoklitSerentak
#SukseskanCoklit
#CoklitPurworejo
#KPUMelayani 
#pilkada2024
#pilkadajateng2024
#pilbubpurworejo2024 
#luwihbecikluwihnyenengke 
#saranamanunggalingpraja 
#kemirikeren
#ppskroyokulon","Photo by PPS KROYOKULON 2024 on July 05, 2024. May be an image of 8 people, slow loris, poster, scooter and text.","2024-07-05T08:28:44.000Z","https://www.instagram.com/p/C9CMjvfBLHh/","0","https://www.instagram.com/explore/tags/pilkadajateng2024","owner didnt open","5","pps_kroyokulon24","GerakanCoklitSerentak","SukseskanCoklit","CoklitPurworejo","KPUMelayani","pilkada2024","pilkadajateng2024","pilbubpurworejo2024","luwihbecikluwihnyenengke","saranamanunggalingpraja","kemirikeren","ppskroyokulon",,,,,,,,,,,,,,,,,,,
"Repost @kpu.purworejo ikuti Seminar Kebangsaan dengan Judul ""Merawat Toleransi dan Keberagaman Jelang Piliada Serentak Tahun 2024"" Di chanel Youtube KPU Purworejo. 

#KPUMelayani 
#pilkada2024
#pilkadajateng2024
#pilbubpurworejo2024 
#luwihbecikluwihnyenengke 
#saranamanunggalingpraja 
#kemirikeren
#ppskroyokulon","Photo by PPS KROYOKULON 2024 on July 05, 2024. May be an image of 4 people, poster and text.","2024-07-05T08:31:22.000Z","https://www.instagram.com/p/C9CM3G1hkwp/","0","https://www.instagram.com/explore/tags/pilkadajateng2024","owner didnt open","3","pps_kroyokulon24","KPUMelayani","pilkada2024","pilkadajateng2024","pilbubpurworejo2024","luwihbecikluwihnyenengke","saranamanunggalingpraja","kemirikeren","ppskroyokulon",,,,,,,,,,,,,,,,,,,,,,
"PPS dan Sekertariat Desa Kroyo Kulon Mengucapkan Selamat Tahun Baru Hijriyah 1446/07 Juli 2024 M. 

#KPUMelayani 
#pilkada2024
#pilkadajateng2024
#pilbubpurworejo2024 
#luwihbecikluwihnyenengke 
#saranamanunggalingpraja 
#kemirikeren
#ppskroyokulon","Photo by PPS KROYOKULON 2024 on July 06, 2024. May be an image of poster, hamper and text.","2024-07-06T11:49:18.000Z","https://www.instagram.com/p/C9FITmNyF0D/","0","https://www.instagram.com/explore/tags/pilkadajateng2024","owner didnt open","6","pps_kroyokulon24","KPUMelayani","pilkada2024","pilkadajateng2024","pilbubpurworejo2024","luwihbecikluwihnyenengke","saranamanunggalingpraja","kemirikeren","ppskroyokulon",,,,,,,,,,,,,,,,,,,,,,
"- 
Hallo sobat, #Panwaslugebang mengadakan rapat evaluasi pengawasan dan deklarasi posko aduan bersama PKD se-Kecamatan Gebang 
-
-
-
-
#AyoAwasiBersama 
#AYOAWASI
#pilkada2024 
#pilkadajateng2024 
#pilkadapurworejo2024","Photo by Panwaslu Gebang on July 05, 2024. May be an image of 14 people and text.","2024-07-05T08:28:33.000Z","https://www.instagram.com/p/C9CMienyAP4/","0","https://www.instagram.com/explore/tags/pilkadajateng2024","owner didnt open","23","panwaslugebang","Panwaslugebang","AyoAwasiBersama","AYOAWASI","pilkada2024","pilkadajateng2024","pilkadapurworejo2024",,,,,,,,,,,,,,,,,,,,,,,,
"#TemanPemilih PPS Desa Sekarsuli mengucapkan, 
Selamat Tahun Baru Islam
1 Muhamaram 1445 H. 

#pilkadajateng2024 
#pilkadaklaten2024 
#pilkadadamai2024 
#pilkada2024","Photo by PPS Desa Sekarsuli in Balai Desa Sekarsuli Klaten with @ppkklatenutara_pemilu2024. May be an image of poster and text.","2024-07-06T11:04:52.000Z","https://www.instagram.com/p/C9FDOJpPerV/","0","https://www.instagram.com/explore/tags/pilkadajateng2024","owner didnt open","8","pps_ds.sekarsuli","TemanPemilih","pilkadajateng2024","pilkadaklaten2024","pilkadadamai2024","pilkada2024",,,,,,,,,,,,,,,,,,,,,,,,,
"Program & Jadwal Kegiatan Pilkada 2024
@ppk_purworejo
#pilbuppurworejo2024
#pilkadajateng2024
#pilkadaserentak2024","Photo by PPS Cangkreplor in Kabupaten Purworejo. May be a graphic of crossword puzzle, magazine, calendar, poster, pie and text.","2024-07-05T03:32:48.000Z","https://www.instagram.com/p/C9BqsUBynSd/","0","https://www.instagram.com/explore/tags/pilkadajateng2024","owner didnt open","10","pps_cangkreplor","pilbuppurworejo2024","pilkadajateng2024","pilkadaserentak2024",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Seminar Kebangsaan @kpu.purworejo @ppk_purworejo
#pilbuppurworejo2024
#pilkadajateng2024
#pilkadaserentak2024","Photo by PPS Cangkreplor in Kabupaten Purworejo. May be an image of 4 people, poster and text.","2024-07-05T06:26:11.000Z","https://www.instagram.com/p/C9B-iM9SQIc/","0","https://www.instagram.com/explore/tags/pilkadajateng2024","owner didnt open","10","pps_cangkreplor","pilbuppurworejo2024","pilkadajateng2024","pilkadaserentak2024",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Repost @kpu.purworejo 
Haii #temanpemilih  yuks ikuti Seminar Kebangsaan merawat toleransi & keberagaman jelang Pilkada Serentak 2024

#kpumelayani 
#pilkadajateng2024 
#pilgubjateng2024 
#pilbubpurworejo2024 
#pilkadaserentak2024 
#kpujateng 
#kpupurworejo 
#ppstriwarno
#ppsbanyuurip
#ppkbanyuurip 
#saranamanunggalingpraja
#luwihbecikluwihnyenengke 
#sobatpemilih🤗","Photo by Pps Triwarno on July 05, 2024. May be an image of 4 people, poster and text.","2024-07-05T23:36:42.000Z","https://www.instagram.com/p/C9D0d9xSgzT/","0","https://www.instagram.com/explore/tags/pilkadajateng2024","owner didnt open","17","pps_triwarno_banyuurip","temanpemilih","kpumelayani","pilkadajateng2024","pilgubjateng2024","pilbubpurworejo2024","pilkadaserentak2024","kpujateng","kpupurworejo","ppstriwarno","ppsbanyuurip","ppkbanyuurip","saranamanunggalingpraja","luwihbecikluwihnyenengke","sobatpemilih🤗",,,,,,,,,,,,,,,,
"Satu Empat Tiga hari lagi..
@ppk_purworejo
#pilbuppurworejo2024
#pilkadajateng2024
#pilkadaserentak2024
#temanpilih","Photo by PPS Cangkreplor in Kabupaten Purworejo. May be an image of slow loris, hamper, wafer, poster, pie and text.","2024-07-06T02:14:41.000Z","https://www.instagram.com/p/C9EGjAySGEx/","1","https://www.instagram.com/explore/tags/pilkadajateng2024","owner didnt open","13","pps_cangkreplor","pilbuppurworejo2024","pilkadajateng2024","pilkadaserentak2024","temanpilih",,,,,,,,,,,,,,,,,,,,,,,,,,
"Repost @kpujateng yuks #temanpemilih  kita simak apa yang di jelaskan ibu Betty 

#kpujateng 
#kpupurworejo 
#kpumelayani 
#ppstriwarno 
#ppsbanyuurip 
#ppkbanyuurip 
#pilkadajateng2024
#pilgubjateng2024 
#pilbubpurworejo2024 
#pilkadaserentak2024 
#saranamanunggalingpraja 
#luwihbecikluwihnyenengke","Photo by Pps Triwarno on July 05, 2024. May be an image of 1 person, poster, magazine and text.","2024-07-06T02:04:45.000Z","https://www.instagram.com/p/C9EFaSGS5Yz/","0","https://www.instagram.com/explore/tags/pilkadajateng2024","owner didnt open","14","pps_triwarno_banyuurip","temanpemilih","kpujateng","kpupurworejo","kpumelayani","ppstriwarno","ppsbanyuurip","ppkbanyuurip","pilkadajateng2024","pilgubjateng2024","pilbubpurworejo2024","pilkadaserentak2024","saranamanunggalingpraja","luwihbecikluwihnyenengke",,,,,,,,,,,,,,,,,
"Hai haiii #temanpemilih kamu sudah didatengi Pantarlih belum?

Jangan lupa lho, Coklit itu mulai 24 Juni 2024 sampai 24 Juli 2024.

Pastiin kamu udah terdata supaya bisa ikutan nyoblos di 27 November 2024 untuk milih Gubernur-Wakil Gubernur Jateng, Bupati/Walikota-Wakil Bupati atau Walikota di Kabupaten/Kota.

Eiitt... jangan lupa siapin KTP dan Kartu Keluarga ya saat Mas/Mba Pantarlih datang ke rumahmu.

""Luwih Becik, Luwih Nyenengke""

----------------------------------------------‐-------------------

Pantau terus perkembangan seputar Pilkada Tahun 2024 di desa Suroyudan 👌

@pemdes_suroyudan
@kecamatan_sukoharjowsb
@ppk.sukoharjo
@kpu_wonosobo
@kpujateng
@kpu_ri
@wonosobozone

#kpumelayani #kpukabwonosobo #kpujawatengah #kpuri #ppksukoharjo #pilkadawonosobo #pilkadawonosobo2024 #pilkadaserentak2024 #pilkadajateng2024 #pilkadadamai #pilkada #wonosobomilihmaning #wonosobo1menit #wonosobozone","Photo by Pps Suroyudan on July 04, 2024. May be an image of 2 people, poster and text.","2024-07-05T04:11:32.000Z","https://www.instagram.com/p/C9BvH9IPS0x/","0","https://www.instagram.com/explore/tags/pilkadajateng2024","owner didnt open","-1","pps.suroyudan","temanpemilih","kpumelayani","kpukabwonosobo","kpujawatengah","kpuri","ppksukoharjo","pilkadawonosobo","pilkadawonosobo2024","pilkadaserentak2024","pilkadajateng2024","pilkadadamai","pilkada","wonosobomilihmaning","wonosobo1menit","wonosobozone",,,,,,,,,,,,,,,
"Hai haiii #temanpemilih,  setelah dilaksanakannya rapat koordinasi dan penyusunan Pelaporan COKLIT Tahap awal bersama Pantarlih, kini telah mendapatkan rekapitulasi untuk laporan hasil COKLIT desa Suroyudan. Presentase sementara mencapai 47,81 % data yang telah berhasil di sinkronkan. Dan COKLIT masih berlanjut sampai tanggal 24 Juli 2024, bagi yang belum di COKLIT nantikan kedatangan Pantarlih dengan menyiapkan KK/KTP/IKD kalian yaa...

----------------------------------------

Pantau terus perkembangan seputar Pilkada Tahun 2024 di desa Suroyudan
@pemdes_suroyudan
@kecamatan_sukoharjowsb
@ppk.sukoharjo
@kpu_wonosobo
@kpujateng
@kpu_ri

#kpumelayani #kpukabwonosobo #kpujawatengah #kpuri #ppksukoharjo #pilkadawonosobo #pilkadawonosobo2024 #pilkadaserentak2024 #pilkadajateng2024 #pilkadadamai #pilkada #wonosobomilihmaning #wonosobozone","Photo by Pps Suroyudan on July 04, 2024. May be a meme of poster and text.","2024-07-04T16:24:51.000Z","https://www.instagram.com/p/C9AeQCwPjoT/","0","https://www.instagram.com/explore/tags/pilkadajateng2024","owner didnt open","-1","pps.suroyudan","temanpemilih,","kpumelayani","kpukabwonosobo","kpujawatengah","kpuri","ppksukoharjo","pilkadawonosobo","pilkadawonosobo2024","pilkadaserentak2024","pilkadajateng2024","pilkadadamai","pilkada","wonosobomilihmaning","wonosobozone",,,,,,,,,,,,,,,,
"Sosialisasi bersama kelompok tani desa Kedungagung
#pilbuppurworejo2024 #pilkadajateng2024 #pilgubjateng2024","Photo by PPS Desa Kedungagung on July 04, 2024. May be an image of 5 people and text.","2024-07-04T13:56:42.000Z","https://www.instagram.com/p/C9ANS8PylZJ/","0","https://www.instagram.com/explore/tags/pilkadajateng2024","owner didnt open","10","pps.kedungagung","pilbuppurworejo2024","pilkadajateng2024","pilgubjateng2024",,,,,,,,,,,,,,,,,,,,,,,,,,,
